path,transcript,duration,transcript_pred,pred_strings_with_ctc,pred_strings_with_lm
f658168a87e5a2261b56884599a4c795.wav,aku harap tolonglah janganlah sampai aku buat konten ni bukan tan buka la pula benda ni,6.458,aku harap tolonglah janganlah sampai aku buat conten ni conten berkala pula bola ni,aku harap tolonglah janganlah sampai aku buat conten ni conten berkala pula bola ni,sese ese esok aea aea apah a a a a an ku ha rap kakdihi ton long lah sae jangan lah sam pai a aku buat econ thant niang berkon thant beber kan lar pu lank abo lah inia siai
ef8b03614853dd52713aca89edf30d49.wav,walaupun datang orang depan hang marah hang tiba tiba perempuan perempuan punggung hang just,6.805,walaupun datang orang depan hang marah hang tiba tiba pupan pepuan ppua hang just,walaupun datang orang depan hang marah hang tiba tiba pupan pepuan ppua hang just,kakek awak alau pun ada tang kme epor rang ede epa nd kahang mememang rah hang ti ba ti ba kepu m pang perem puang prn puang paksas aea aea ahang ajustment iaea aea
39033c90cfeffd0a468ebbe18921a9d6.wav,jemput bantuan musim musim dalam balik ni masalah sana muhammad,5.591,jemput tuan tuan musida musidmad dalam malis ini masala saina muhammad,jemput tuan tuan musina musidmad dalam malis ini masala sina muhammad,a akahana jem e purut kenen nene e atuan tukan musin dah murushid marad asada lam manjalis inia masa alalah asai nah mu ham ma da ninet ntn
a380e246e92142dad88160a8f340d85d.wav,yang mana habis ni diriwayatkan oleh salah seorang sahabat nabi,4.795,yang mana hadis ni diriwayatkan oleh salah seorang sahabat nabi,yang mana hadis ni diriwayatkan oleh salah seorang sahabat nabi,se eae anayang ema nah han dis s inia di ri wa ya t kan epol leh sesal lah sese o rang sesa hab bat enan bi haein
d555f145a9c85a92c1fa34dbe4e13893.wav,lintang juga di sarawak dan juga di pdk keningau di sabah,5.592,lintang juga di serawak dan juga ipdk keningang e diri sabah,lintang juga di serawak dan juga ipdk keningang e diri sabah,meli n tang unjur ga adia ise rah warak adan jur ganha psps s skapai pea deia e kaye keke ekeke ni inga ang buleh adia ri sah abangn
63a0a76285a2c35a613a5d0c6c874ab2.wav,sweater 5 cm sebutkan,5.632,tu antara cntima stima tersebut jugan pertama tahun 1,tu antara cntima stima tersebut jugan pertama tahun 10,smbangan msas sasuit ituk han ta ran pamparam ms cang ti man sean tiri mang ter se but jua gan pemampan pma aser par rung per ta man tahu n 1010 etesian
3d970d7ca5f08f9d98f7450e808fd836.wav,okey semua,6.127,nada okey semua,aaada okey semua,sadia asask ake ben dank ker cili pak tar ciri ta a gunu tak dengar kan hanh hah han hahaha hean han han ma pa hak ta t tap menan rik se s seta adakah papo key aser mua mendahi
e2acb18e317df3717734c6faa32e62a1.wav,kasihi ikutilah dia,2.521,kusihi ikutilah dia,kusihi ikutilah dia,seke kurt s s irn hirner eakin ku til lah adiah kaeata
e95027d01c6cde1b9a2cfff0ea8de745.wav,yang ni tidak disebutkan nama kerana adalah pandangan ahli tarikh,5.241,yang ni tidak disebutkan nama kerana adalah pandangan ahlu tari,yang ni tidak disebutkan nama kerana adalah pandangan ahlu tari,aea aea a a e e ayang inia ti dak adi se mebut kan enak man eke ra na a da lah sepan dangan katha h alud tetah hr ril n ie akhen
82d9ce931badccf7b63473353ed67c5b.wav,minta kata laluan yang dimasukkan ukurannya dan sebaik baiknya ialah tukar kata laluan untuk membuat kata laluan yang baik ok,6.099,meminta kata laluan yang mema sukon kurannya dan sebaik baik ini ialah tukan katalah untuk mbuat kata laluan yang baik ey,meminta kata laluan yang mema sukon kurannya dan sebaik baik ini ialah tukan katalah untuk mbuat kata laluan yang baik ey,mamin tarl ekar ta la lu an yang menh mag su koang ku ranya aes sne edang ese sem bangik bangik inia aia lah atu kan ka ta elah dan un tuk mem buat eka ta la lu an yang ba i k po keyi
353f9a9034a1b6450e4c6abe843088fc.wav,esok tunggu dekat kita depan orang tu jodoh kita depan anak anak bukit baru,4.872,tok buru jekah kita depan orang jakah kita depan anak anak murid baru,atok buru jekah kita depan orang jakah kita depan anak anak murid baru,bou tuk a sasadan dia tok buruh jek kah ki ta dem pan orang smsms asas sadia a a asker jang ka h eki tak der pan anak anak mu rid aban rungn
a0614e11ff9712896f9bdcc640ed0841.wav,besar mana dia punya kekuatan ketenteraan dia baik,4.896,besar mana dia punya kekuatan ketenteraan dia baik,besar mana dia punya kekuatan ketenteraan dia baik,kake ber sesar ema nan dia epu nyan eke ku a t tan keke ten tera an dadiah meme emese ease e ba ik kananmanakala
0855d55054f1b954725798ff1b9b54b7.wav,setelah melalui pelbagai patah patah perbincangan,6.573,setelah melalui pelbagai fasafasa perbincangan,setelah melalui pelbagai fasa fasa perbincangan,sinin yang ser te la ah pks sasa ahang me la lu kin n aea sepele mba gai e fat sarh yang psp sest dea akana nang afaha sala per bin ca nga a an akita
18dabb62087ee84ee89961d8ae6da853.wav,dengan beliau kita dapat memahami tuntutan al quran dan hadis nabi,6.9,dengan beliau kita dapat memahami tuntutan al quran dan hadis nabi,dengan beliau kita dapat memahami tuntutan al quran dan hadis nabi,aea aea aea aea a ae adengan ember lia au kekaki tak da apat kamam m a m vv
867adb461355689795658df260a3e2f8.wav,faris bin rafie rafie bin yaacob sama juga kau runtuh anak yang soleh tu bapak voice tu datuk left itu moyang,8.454,kohis bin lav lavi bin yakod sama juga karun tu anak yasfur tu bapa kohis tu datuk lavi tu moyang,kohis bin lav lavi bin yakod sama juga karun tu anak yasfur tu bapa kohis tu datuk lavi tu moyang,sase ekholt hir se abia ane seasa plelan viy ye eland veyre abi ne eyat akok esan man ju gak akaka akau ruong ituk an nak k psas tdiak se furore itu ban apak apse kort hili se itu dan torok ases spealain veyre itu moh yangen
28c9ebe4786433666e74d12b6f486c32.wav,waktu ni kesedaran hang sedang masuk kedalam dia balik dia sedang balance kan,5.833,waktu ni kesedaran hang sedang masuk ke dalam diri balik dia sedang balenskan,waktu ni kesedaran hang sedang masuk ke dalam diri balik dia sedang balens kan,a a aea awak tu inia ke ser da ran ahang aese dang meme e eme mak suk ken da lam diari ba lik tsen dia se dang mam bain leang se kang states aea awata
87713627d61d90781f8bfe682be9214c.wav,sampai kita tak tahu yang mana satu maklumat palsu yang mana satu maklumat betul jadi melalui model ini kita akan,6.278,sampai kita tak tahu yang mana satu maklumat pasu yang mana satu maklumat betul jadi melalu model ini kita akan,sampai kita tak tahu yang mana satu maklumat pasu yang mana satu maklumat betul jadi melalu model ini kita akan,s esam pai ki ta tak atahu yang mana san tu mak lu mat pala suh ayang mana sa tu mak lu mat be tul l sese seke ja dink sese se eae taha melal lui mor del i nina kekiri ta a kan
6f7977eabce55189806f805ce99c2329.wav,wah menarik tu puan habsah seronok pula saya dengar penerangan tentang pola ni,6.889,w menarik tu puan habsah seronok pulat saya dengar penerah tentang pola ni,wa menarik tu puan habsah seronok pulat saya dengar penerah tentang pola ni,kawah hang me nan ri k itu epu ang aha b a sa ah sese saeta a a as se ron nok epu lat sa ya dengar ape rne rah sasa ata ae ten eta ng epol lahn inia a iaea
bfba839ad65db24c9388cb184042aafa.wav,langgar jah so dia tahu apa kesilapan tetapkan okey itu saja untuk episod jepun ke ini pun basikal,6.648,langgar ja so dia tahu apa ke selapan keselap oketu saja untuk episod jepun kan ini berbasakan,langgar ja so dia tahu apa ke selapan keselapa oke tu saja untuk episod jepun kan ini berbasakan,tukuk pelang ga r ajah esok dia eta hua a apan aker se lah mpang ker se lap pan kan sepse sese sese phon key ituk sa ja un tu r k asea tethe pis sode enea jem m puran kana inia eber bang sa kanin
02a83378b04332664b52272e4edd6d7b.wav,masa dulu masa aku tonton kat pawagam itu pontianak harusnya malam satu merupakan filem yang,5.181,masa dulu masa aku tonton kat pawagam itu pontian harusnya malam atu merupakan filem yang,masa dulu masa aku tonton kat pawagam itu pontian harusnya malam atu merupakan filem yang,se emak sah du lu masal aku toan ton enkan paru war agama ki tu lahuafu sepon tiana han ru s nyah ma lam sa tuh pks semeru pa kan afil ale me nyang anakan
8f89524fcdcc692eeef45763f020bca1.wav,dia kata for umi merujuk kepada pakcik nabi musa tu sendiri bukan kata sepupu,6.957,dia kata karu ni merujuk kepada pak cik nabi musa tu sendiri bukan kata seprupu,dia kata karu ni merujuk kepada pak cik nabi musa tu sendiri bukan kata seprupu,aea aea aea dian ekar tan kakar r uln inin men run n ju k eke epa ada aha epe epak a ae chick enang bin emu s sah itu sendi rina eme bu kan ka tan se prum pule eae
4577eab6c19775b2c39e81aa88b3160d.wav,tak menjangkakan pkp ni akan berlarutan panjang macam nilah,4.822,tak menjangkakan pkp ni akan berlarutan panjang macam nilah,tak menjangkakan pkp ni akan berlarutan panjang macam nilah,haeng n e etak kg memeng jang kal kan epik k ap pia inia ag kan member elan ru tan epa n jang ma cam nia lah khasana
f3f9c89b92987ba306050d0a46b4475c.wav,tahu faham ilmu setiap orang lalui macam tu,3.643,tahu faham ilmu setiap orang lalui macam tu,tahu faham ilmu setiap orang lalui macam tu,tasaka etaeta hun kese fa ham kti l munk sese ese eae ese tiap orang ela lu in ma cam tu ahaet
7781af129f64f2b43c0bc82421f64809.wav,ada je nak sembahyang ada je apa yang sesuai cikgu ros tunang dia boleh bincang dengan kaunselor,5.928,ada jah y sebenarnya ada ja apa yang sepuan cikgu rus tu na dia boleh bintan dengan kaunseling,ada jah y sebenarnya ada ja apa yang sepuan cikgu rus tu na dia boleh bintan dengan kaunseling,a eae ea dahr ajah asak ayang se benarnya a dah jah a pa yang seme puat anla ana a acik gu rus atun enak aese ean n nadia boleh bin tang dengan kaun se lingen
8cfb1fdc9339888262fbec2e47e784b7.wav,permukaan fungsi permukaan saat boleh digunakan untuk mengubah saiz,6.526,permukaan fungsi permukaan sait bol ni digunakanni untuk mengubah saiz,permukaan fungsi permukaan sait bol ni digunakanni untuk mengubah saiz,tku per mun ka an paes fung sirp per mungka an sesang g irate mem abole inia adi gu na akan inia empun tuk meme ngu m mba h shar rind ze nline i
8aa329a62ec72f54a9ea2922ba42ac6a.wav,tapi disebabkan kita tak nampak kita bertuhankan lain,6.893,tapi disebab pun kita tak nampak kita bertuhankan lain,tapi disebab pun kita tak nampak kita bertuhankan lain,ta aea aetate e eteta apis adia se bab pukang kiri tar etak ena m apa r a ak kasese a a a a a a a a a a a eae es ese eki ta ber tu ahang ngka n ela i i i ngengkahka anaganaga aia
1bd037416ca9e18f67101d17bcf62c25.wav,sangat pelik ja dibahagi dengan kosong memang benda yang tak basah iaitu ramanujan,4.847,sangat plik jadi bahagi dengan kosong memang benda yang tak baslah iaitu ramanujan,sangat plik jadi bahagi dengan kosong memang benda yang tak baslah iaitu ramanujan,sanga t e epe lik ejan dik aba har giar dengan kekoa song me mang abenda yang etak abas lah pap eas sdan in tur r orah man n u u jiangen
a76a76cb4eb976cb7e525a3839566ad5.wav,anak kepada polis tu seorang nama imran bapa kepada musa seorang nama,6.061,anak kepada qohis tu seorang nama imran bapa kepada musa seorang nama,anak kepada qohis tu seorang nama imran bapa kepada musa seorang nama,aea aea an na k eke epa da kekat shir se ituna sese orang ena ma kti m beralang meme emban apak ake pa da muk sahah sese se orang ena manhana
cfc2d0a4625e69e59073a504632fefb9.wav,kan bukan dia masjid nilah tempat lain saya bagi contoh takkan buat gotong royong,6.748,kan bukan dia majid nilah tempat lain saya bagi contoh ya kan buat potong wara yong,kan bukan di majid nilah tempat lain saya bagi contoh ya kan buat potong wara yong,kekekalan kmke aea a a a e e a e a e e a e e e e bu kan dia masji d inia lah atem epat elain saya bagi con to h ayah kaka ang sese sesebuat sepon tong war rang ayong nanananan
a7aebc54fef14a52038c4b43b9c1b27d.wav,apa apa hal arrow jolok barat dalam lafaz tersebut dalam riwayat imam ahmad menjerit jerit menceritakan bahawa sahabat nabi ni,8.139,fapaalan rajulu fabaraa dalam rafas tersebut da meliwat imam ahmad menyeceri cerita menceritakan bahawa sahabat nabi ni,fapaalan rajulu fabaraa dalam rafas tersebut da meliwa imam ahmad menyeceri cerita menceritakan bahawa sahabat nabi ni,safar p ark hal l a ang oral d jul lul af arh bar rak hah asa sa seda lam derah fa s ter se but adalam merli wat i mam lah ma d menye ceri ceri ta men ceri ta kan baha wah sa ham bat enab bi inia i n
411bf50136140aaa880e8f67814fa7e6.wav,kalau binatang tu binatang besok itu jah tak apa cuma jangan ada unsur buat zalim kepada binatang,6.923,kalau binatang tu binatang besa ketu keja tak apa cuma jangan ada unsur buat zalim pada binatang,kalau binatang tu binatang besa ke tu keja tak apa cuma jangan ada unsur buat zalim pada binatang,aea aek kalau bina tang itu bina tang abe sarh aken tul ker jah tete tetak apakh aea eae cu manh jangan kaka dan kung surur memembuat se zal lim kepa danh kaebi na tang nenan
0069282ea612990043e636dcff5cad34.wav,siapa tu saidina ali radhiyallahu anhu,4.125,siapa tu saidina ali radiallahuan,siapa tu saidina ali radiallahuan,aea a a sesiap apar tuh ses sas sai din nah hal al in yi orad dily yal alah hum m hanau i iaian
f55bd0a93811dd937ca14150a48767fa.wav,daripada cerita pasal mata tak nampak depa duk suka kutuk kita,4.298,depaduk cerita pasal mata tak nampak daripaduk kesuka kutup kita,depaduk cerita pasal mata tak nampak daripaduk kesuka kutup kita,sakadar pat duk ceri tar epa salal kesemak tahr atak enam apak daripa duk ker su kar akun tu p ki tah hrh akahana ananana
d5e18a77f8f58a386e8035c317cf119b.wav,proses aku belajar bukan aku aku rasa semua yuyu cuba dekat dunia,4.859,proses aku belajar bukan aku aku rasa semua uyou tuba dekat dunia,proses aku belajar bukan aku aku rasa semua uyou tuba dekat dunia,sintuk pros s sese seapa a ku belan ja r bu kan a kuk a ku rasah se mua nyun iyou thu b bar dede kat du ni arh kekatan
aacb47c745ef425b4721263cb67b29e8.wav,ternakan ada mainan ada m sebagai seorang komposer biasanya takkan boleh dapatlah,6.01,itu nak nada maineada mica sebagai seorang kompusa biasanya kitakan boleh dapatlah,itu nak nada maine ada mica sebagai seorang kompusa biasanya kitakan boleh dapatlah,sasa akin tu enak kenak adar ma in er n a adan min chah se ba gai sekorang kom pul sar biha san nyan atea edta kir ta akan sts ea e eae boleh da pat lah ninan
be2fb9b80fff51d816d8034bd880016c.wav,kampung bendang man sik sik cover mengeluarkan dana untuk,5.345,pilianbebenda cuma cuma leksi fo folecsi kabeme keluarkan danang untuk,pilianbebenda cuma cuma leksi fo follecsi kabeme keluarkan danang untuk,tapin lim kan beng bern dark pm mathan hanan cuma cum man elek sih fho lwl phol lec shirer ece kankau ben meni keluar akan adan nang un tuk an
e0a53669fb78b4c2bb1abb230eef5b3c.wav,tujuh empat puluh orang keluar,2.404,7 baru keluar,174 baru keluar,sese 10 70 140 0 eba ruh ke luar hahahahahahahahahahaha
94b0b9120e132f33f0c516a88df0a05e.wav,percaya kepada jabatan pendidikan negeri melalui ppd,5.542,cayaan kepada jabatan pendidikan negeri melalui ppd,cayaan kepada jabatan pendidikan negeri melalui ppd,per can yahr a ng keke epa da a ara emese sme apar jambat tan pendi dik akan ne geri a a a mamang me la lu i epi epi diah iaea aei
361b13ddeb4318150e473815bb017f63.wav,so dia kalau lelaki ni kalau dia nama kau boleh je kalau kau nak,6.302,sodia kalau lelaki ini kalau dia kau boleh je kalau kau nak,sodia kalau lelaki ini kalau diaa kau boleh je kalau kau nak,sesorok aea a s a thahak a a a a adia kan la ut dele la ki inin nha eka lau ksk e da dia auk intang ae a ka a a a k a kahu bo leh anja h aka lau akau nakan
2f7fe9905a4517bbf17874ead6206e0c.wav,tapi sebenarnya sebab dalam sejarah rupa rupanya merupakan,6.831,tapi sebenarnyasebab dalam sejarah rupa rupanya merupakan,tapi sebenarnya sebab dalam sejara rupa rupanya merupakan,eae eae aese eteta api i a aea sese be nar nya n hnh sasak sasa asas sem embab adada lam sesen jan rah dang eru apan ru pan nyan men ru pa kangn
b3989b95b12d80b978c0753fe9398779.wav,telah menukar aliran ni biasanya aku minat boleh jadi juga sebab dia orang kritik resit,6.601,tulah menuka aliran ni biasa pun yang kuminat tapi boleh jadi juga sebab ja a kritikal shi,tulah menuka aliran ni biasa pun yang kuminat tapi boleh jadi juga sebab ja a kritikal shi,sintuk lah kemen nung kart han li a rang inia bia sak apun yang aku mi nat t eta pis boleh jan di ju gah ak sem abab b ab aken jah mon rang aese kse eku rin ti kal l ashita tupun
73bb4957f8c7f571305b7e6161fb1fe1.wav,rendah sini kalau nak buat pantai kuantan gebeng ni apa yang korang perlukan adalah,4.967,endah sanya kalau nak buat kontenks conteng gaming ni apa yang ka orang perlukan adalah agi,endah sanya kalau nak buat kontenks conteng gaming ni apa yang ka orang perlukan adalah agi,khen da h pm a mesan sanya ka lau nak buat kon teks con tainga gayin ming inia an pa yang kau orang per lu kana ada la ah alahan hlang gi sase
cba59691780e475ee632e77a55282059.wav,air tu tak berhenti tukar ke muar jizat,4.322,air tu tak berhenti tu kata mu jizat,air tu tak berhenti tu kata mu jizat,sasa akama a amaha i ri itu tak berhenti tih iesna enese sesesi eitu kat atan emukae a ji ds zart tanan
5a24b77ac28fb9487bd635e4f949e201.wav,filem dia tapi aku rasakan editing dia terlalu banyak sangat kesilapan yang aku rasa macam tak perlu pun nak tunjuk cincin satu,6.757,fes filem dia tapi aku rasa kan adthing dia terlalu banyak sangat kesilapan yang aku rasa macam tak perlu pun nak tunjuk sincin te,fes filem dia tapi aku rasa kan adthing dia terlalu banyak sangat kesilapan yang aku rasa macam tak perlu pun nak tunjuk sincin te,sapa afer se fil lem dia ta apik spa ku ra sa kan hald dia thing dia terlah lu banyak sangat keke sil la apan nyang a ku rasa ma cam eteta a per elua epu n enak atun ju k sesiang ching ter tananti
bb70c8fb818f825e15e51f8948f5a788.wav,dibuktikan dengan lidah dan dibuktikan dengan perbuatan kita,5.968,dibuktikan dengan lidah dan dibukikan dengan perbuatan kita,dibuktikan dengan lidah dan dibukikan dengan perbuatan kita,sa a a e edadi m bunk tin kan adengan elin da ah kanana a aedan di buk ti akan denga an semeke emper a buat tan eki etak neata anaen
28c9012cee26f51ca209c473e241e7f4.wav,betapa betapa tidak menilainya dunia ini di sisi allah subhanahu wa ta ala,7.667,betapa betapa tidak bernilainya dunia ini di sisi allah subhanah wata ala,betapa betapa tidak bernilainya dunia ini di sisi allah subhanah wata ala,kakasa eae keber tang park kakame kaber tetang pant ti dak ada ber nil lai nyah dtanam eae edu e du nian i nin snena dia si sia al alah sese su be ha nah wa tak alah kekananan anataea ananan
cd4a3fd46ad942c7ce630d30417ce7cc.wav,sebab tulah datang benda hang rasa bermasalah samalah dalam kehidupan ni,5.683,sebab tulah datang benda hang rasa bermasalah samalah dalam kehidupan ni,sebab tulah datang benda hang rasa bermasalah samalah dalam kehidupan ni,aea a aese bab itu lah sesa aea aea eae da tang eben da hang era sak eber ma sa al lah sese eae ese esa mal lah ada lam kehiduapan nia iei iaea
5c65306cc7c3d6986798a59d998c637b.wav,nyah kuman pekerja sangat berbeza berbeza antara proses sanitasi terengganu kat situ sebab ini ialah proses,6.603,nyakuman diadia sangat berbezanya berbeza antara proses anitasi dengan novi infeksi tu sebab ini ialah proses,nyakuman diadia sangat berbezanya berbeza antara proses anitasi dengan novi infeksi tu sebab ini ialah proses,poses menyan a ku mant stsen dian sti dia sangat ber ben zak danyang ber be zah ahan ta rah hk a apron ses hanis tat sir adengan nom vian ding feck sire ituk senses e se bab inia dia lah proses an
b924acef6181d82e65afc8a0c6a97fee.wav,tapi sampai tahap apa dia boleh mengaku dia tuhan dia mesti tengok sebabnya subhanallah,6.506,tapi sampai tahap apa dia boleh mengaku dia tuhan piri mesih tengok sebagainya subhanalah,tapi sampai tahap apa dia boleh mengaku dia tuhan pii mesih tengok sebagainya subhanalah,sese eteta pi sam pai ta hap kam apah adia boleh menga ku dia tu han ketepi ri mersi h ete ngok sel bagainya nh sese esu bh han na be lah nanananana nanananana aen
26229728b299a14da9967988f7f004bc.wav,dan syukur meja itu saja di sekolah meletakkan dua saja,5.117,dan saya ukur meja itu selamnya di sekolah mereka letakkan dua saja,dan saya ukur meja itu selanya di sekolah mereka letakkan dua saja,asama apha dang saya u kur ra smea aea a a a alha merya jak i tuh suse lamu nyana adia se ko lah memeran kan len tak akan dudu ah sa jahan
5544430159606d55a08198cc6b08ae8c.wav,tak ada dia berdendam tak ada dia nak marah tak ada dia nak rasa apa apa sebab abandon,6.625,tak ada dia berdendam tak ada dia nak marah tak ada dia nak rasa apa apa sebab banden,tak ada dia berdendam tak ada dia nak marah tak ada dia nak rasa apa apa sebab banden,k e eae aea etak andak adia amber nde n da mg etak a dak adia anak memang rah atak a dak adia nak erak sah a pan a pak atasa aea aese ese m bab atar ba nd dar nte eisei eae
370727108f555a52d193a59d8d4a6514.wav,ada kita kebesarannya banyak keadaan supaya kita yakin bahawa kita ini dia,6.388,pada kita kebesarannya banyak ke ada supaya kita yakin bahawa kita ini,pada kita kebesarannya banyak ke ada supaya kita yakin bahawa kita ini,padak ki etal eke ber esa ran nyang banyak a kent ha dakh aese ae e s e esu pah ayah eki ta yag gki ng emese ese e e e emba ha wah akir ta i nin adian
653f09d2b3fe7e187fecaecc2baaef0e.wav,jati diri bangsa melayu yang nak terunik apa semua,5.9970625,jati diri bangsa melayu yang nampak reuni apa semua,jati diri bangsa melayu yang nampak re uni apa semua,means esen jhart tir adia rink bang asan me lah ayu ha eae ya ang meme ena m a pak pe emese ese estor rel yun nicke pa par se muah n
15f4c320a6d65fcc738ea2a99b79731f.wav,tanggungjawab seseorang pembentuk memastikan bahawa tanggungjawab itu sepertimana yang dipertanggungjawabkan kepadanya,6.935,tanggungjawab seseorang pemintuk memastikan bahawa tanggungjawab seperti mana yang dipetanggungjawabkan kepadanya,tanggungjawab seseorang pemintuk memastikan bahawa tanggungjawab seperti mana yang dipetanggungjawabkan kepadanya,tang gung ja wab ese sekorang per min tuk me man s ti kan eba ha wah etang gung ja wab nini aese e es sese per ti ma nanan anayang di per tang gung nja wab kan ke pa da nyah n
90008c63e98fd1d47caf1838eb84c688.wav,utamanya dalam sektor pembinaan yang lebih ketara,5.32,tamanya dalam sektor pembinaan yang lagi ketaralah,tamanya dalam sektor pembinaan yang lagi ketara lah,seasa aea apson dian dun turk ur tan man nyah adah lam sek ator r ora pepe e apma aea perm bi nak a an nms ayang la gih ker ta arah elah n
d0ca3811a4325ee7acfbbb23bc28d823.wav,program dibawah kementerian luar,4.2,program di bawah kementerian luar kan,program di bawah kementerian luar kan,taha ae progran me didi bawa ah skm matlala a kaks k ke menterian elua r kdu kheu dekang khant
b506cfd97c378b5dd2c5cbd9162d839c.wav,kenali diri bawang boleh kenal jadi kesedaran adalah sebab,6.694,kenali diri bawrang boleh kenal jadi kesedaran adalah sebab,kenali diri bawrang boleh kenal jadi kesedaran adalah sebab,keke ke nal lia dia ring baw rang boleh keke nal la kekadang ene e e e emen ja di ker ser da ra an enea da ala a ah sese s aea ae a a e atst e a a e a a a aese aba aba hatat
